State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Uttarakhand,Rishikesh,2020-05-01,31.19,64.71,7.79,19.5,11.06,10.72,1.0,14.06,26.67,1.3,5.96,0.9,51,Satisfactory,17.3,49.0,1.115,4.5,7.5,205.6
Uttarakhand,Rishikesh,2020-06-01,17.47,69.56,2.57,12.56,16.1,11.46,0.46,3.22,13.53,1.44,4.43,0.68,29,Good,16.8,81.1,1.212,4.73,7.67,203.0
Uttarakhand,Rishikesh,2020-07-01,45.35,52.29,4.23,24.33,17.91,10.26,1.16,4.09,24.36,2.11,3.71,0.97,75,Satisfactory,21.3,80.7,1.22,4.44,7.44,204.8
Uttarakhand,Rishikesh,2020-08-01,16.53,61.08,4.48,14.86,25.02,4.83,0.87,5.05,20.23,0.56,2.98,0.46,28,Good,13.7,83.8,1.373,4.57,7.63,204.2
Uttarakhand,Rishikesh,2020-09-01,24.43,63.8,12.18,8.6,9.01,16.81,0.34,12.15,7.67,0.84,3.2,1.3,41,Good,9.8,78.4,1.122,5.14,7.61,203.5
Uttarakhand,Rishikesh,2020-10-01,30.83,94.4,17.43,16.74,28.61,8.21,1.38,10.73,23.46,1.14,3.35,2.88,51,Satisfactory,10.5,72.0,1.278,4.66,7.54,203.7
Uttarakhand,Rishikesh,2020-11-01,98.75,235.87,11.89,62.01,55.71,22.45,1.27,17.35,59.71,5.05,4.33,3.98,227,Poor,6.4,71.9,1.454,4.36,7.32,203.3
Uttarakhand,Rishikesh,2020-12-01,108.81,111.15,16.79,30.44,46.3,9.2,1.84,18.2,47.13,1.48,12.23,2.34,262,Poor,3.7,67.0,1.436,5.27,7.76,204.3
Uttarakhand,Rishikesh,2021-01-01,49.61,168.87,13.07,56.98,15.8,22.93,1.7,20.1,40.56,4.5,3.06,4.38,82,Satisfactory,7.7,71.7,1.0,5.27,7.69,205.2
Uttarakhand,Rishikesh,2021-02-01,54.79,130.22,26.79,48.24,48.44,30.74,0.83,24.29,41.21,2.24,2.81,1.02,91,Satisfactory,8.4,58.2,1.085,4.56,7.64,205.4
Uttarakhand,Rishikesh,2021-03-01,67.11,103.3,20.89,32.96,27.86,9.09,1.53,16.83,15.12,2.6,7.36,3.08,122,Moderate,6.8,41.3,1.513,5.74,7.62,205.2
Uttarakhand,Rishikesh,2021-04-01,43.29,106.04,17.45,21.84,16.13,22.78,1.27,22.4,54.1,1.21,9.39,0.75,72,Satisfactory,14.3,24.8,1.168,4.98,7.72,205.8
Uttarakhand,Rishikesh,2021-05-01,68.11,103.8,10.44,47.32,14.56,19.97,1.52,19.13,40.3,4.01,7.82,2.76,125,Moderate,18.5,35.4,1.125,5.17,7.71,206.1
Uttarakhand,Rishikesh,2021-06-01,34.45,63.37,13.35,24.3,25.73,11.64,0.42,6.66,25.21,0.51,6.4,1.18,57,Satisfactory,15.6,59.6,1.146,4.78,7.41,204.9
Uttarakhand,Rishikesh,2021-07-01,48.94,46.83,11.28,12.99,23.49,3.12,0.34,6.69,22.67,0.74,6.47,1.57,81,Satisfactory,15.4,72.4,1.355,5.03,7.68,206.0
Uttarakhand,Rishikesh,2021-08-01,13.65,55.1,13.08,4.37,12.09,4.28,1.2,5.53,15.19,1.4,1.78,1.0,23,Good,18.4,75.6,1.418,4.26,7.57,206.3
Uttarakhand,Rishikesh,2021-09-01,54.58,57.02,15.92,19.46,18.44,13.74,0.95,5.51,15.06,1.81,6.44,1.04,91,Satisfactory,12.9,75.0,1.687,4.45,7.8,204.8
Uttarakhand,Rishikesh,2021-10-01,46.9,127.02,13.6,13.97,40.91,8.25,0.73,3.75,35.64,3.61,5.94,1.54,78,Satisfactory,8.1,72.5,1.385,4.71,7.81,206.0
Uttarakhand,Rishikesh,2021-11-01,87.67,110.05,14.38,21.09,43.66,20.68,3.11,20.03,58.82,5.65,14.79,2.07,192,Moderate,4.2,46.6,1.336,4.47,7.62,206.3
Uttarakhand,Rishikesh,2021-12-01,55.58,188.87,25.02,23.53,66.43,23.7,2.3,15.9,36.34,5.83,8.78,2.64,93,Satisfactory,2.5,72.3,1.403,5.42,7.46,206.9
Uttarakhand,Rishikesh,2022-01-01,75.69,200.03,34.45,17.58,17.41,8.85,1.09,18.72,27.61,4.5,12.75,3.34,151,Moderate,4.1,74.2,1.057,5.47,7.83,208.2
Uttarakhand,Rishikesh,2022-02-01,81.88,116.42,14.64,46.45,38.4,30.84,1.53,21.42,41.45,5.47,2.92,2.64,172,Moderate,5.7,49.1,1.216,5.1,7.79,209.4
Uttarakhand,Rishikesh,2022-03-01,72.5,148.32,14.39,35.2,47.26,3.65,1.06,13.46,47.99,4.22,7.69,1.14,140,Moderate,6.0,44.1,1.264,4.76,7.86,209.5
Uttarakhand,Rishikesh,2022-04-01,75.97,56.87,7.22,34.08,36.06,11.04,1.14,11.4,63.22,2.79,7.93,0.57,152,Moderate,9.3,42.1,1.306,5.28,7.54,205.2
Uttarakhand,Rishikesh,2022-05-01,47.33,79.35,17.23,39.78,25.32,10.12,2.12,11.73,26.51,4.08,5.07,3.36,79,Satisfactory,18.3,52.1,1.138,4.59,7.96,209.3
Uttarakhand,Rishikesh,2022-06-01,60.7,85.18,4.45,18.14,26.86,4.93,0.69,12.5,22.32,1.38,3.56,2.18,100,Satisfactory,12.1,68.7,1.234,5.27,7.74,208.9
Uttarakhand,Rishikesh,2022-07-01,32.38,42.71,9.59,5.46,12.26,5.78,0.42,12.65,18.33,0.74,4.48,0.77,53,Satisfactory,15.4,68.1,1.302,4.68,7.85,208.7
Uttarakhand,Rishikesh,2022-08-01,19.22,46.91,12.14,17.97,18.69,4.31,0.69,7.88,14.99,1.83,3.04,0.98,32,Good,12.3,73.8,1.228,4.76,7.86,206.8
Uttarakhand,Rishikesh,2022-09-01,18.82,87.02,3.39,5.95,22.17,12.0,1.27,4.15,16.91,1.4,0.98,1.33,31,Good,17.2,85.1,1.486,5.55,7.77,208.8
Uttarakhand,Rishikesh,2022-10-01,40.27,139.25,21.67,19.9,16.42,11.19,0.67,14.97,15.07,1.09,7.84,1.66,67,Satisfactory,9.3,60.1,1.286,4.61,7.64,207.7
Uttarakhand,Rishikesh,2022-11-01,67.75,179.86,9.08,22.69,26.1,22.67,2.79,14.83,57.57,5.02,13.23,4.42,124,Moderate,8.8,62.7,1.268,5.22,7.76,208.9
Uttarakhand,Rishikesh,2022-12-01,45.23,108.46,22.91,66.33,32.69,21.4,1.05,10.9,32.14,1.74,13.48,3.65,75,Satisfactory,3.9,76.9,1.166,5.21,7.69,208.7
Uttarakhand,Rishikesh,2023-01-01,107.61,141.4,26.38,44.17,15.46,33.84,1.52,11.41,24.68,3.58,15.11,1.91,258,Poor,4.4,55.8,1.3,4.9,8.0,211.4
Uttarakhand,Rishikesh,2023-02-01,54.74,78.53,19.89,46.46,53.71,18.92,1.1,20.72,24.79,3.0,3.64,3.31,91,Satisfactory,8.3,64.7,1.367,4.51,8.02,211.9
Uttarakhand,Rishikesh,2023-03-01,77.26,71.92,20.08,24.53,37.54,19.09,1.98,18.25,33.67,2.42,3.07,0.67,156,Moderate,8.1,38.0,1.356,5.08,7.91,209.7
Uttarakhand,Rishikesh,2023-04-01,57.98,56.49,8.81,30.62,35.95,18.33,0.98,17.98,23.28,2.73,3.6,1.7,97,Satisfactory,7.1,33.4,1.303,4.73,8.16,209.5
Uttarakhand,Rishikesh,2023-05-01,69.1,148.23,28.41,17.59,43.34,24.68,2.3,4.95,44.37,1.09,6.63,2.13,129,Moderate,14.6,49.9,1.261,4.47,7.7,210.4
Uttarakhand,Rishikesh,2023-06-01,27.44,97.26,9.94,17.88,13.8,20.49,1.08,14.98,15.96,2.2,5.25,2.18,46,Good,16.6,69.2,1.113,5.11,7.95,210.1
Uttarakhand,Rishikesh,2023-07-01,37.07,33.67,15.47,11.12,9.25,7.18,0.77,8.55,11.21,1.23,4.59,1.8,61,Satisfactory,18.6,83.5,1.102,4.84,7.99,209.5
Uttarakhand,Rishikesh,2023-08-01,33.57,77.14,11.91,12.98,6.72,13.76,0.83,4.95,18.81,1.31,1.13,1.07,55,Satisfactory,17.0,97.7,1.177,4.66,7.59,211.4
Uttarakhand,Rishikesh,2023-09-01,36.78,80.39,11.83,10.31,18.67,6.87,1.08,5.09,25.92,2.31,5.9,0.42,61,Satisfactory,9.0,84.1,1.211,4.87,7.87,209.9
Uttarakhand,Rishikesh,2023-10-01,58.87,126.92,4.12,30.22,15.47,16.94,1.9,18.51,27.85,3.08,8.3,0.47,98,Satisfactory,11.5,64.5,0.956,5.11,7.88,210.4
Uttarakhand,Rishikesh,2023-11-01,109.1,100.0,15.47,32.29,62.53,9.22,1.4,23.58,32.9,1.17,6.49,2.22,263,Poor,3.7,69.6,1.004,5.01,8.06,210.9
Uttarakhand,Rishikesh,2023-12-01,84.82,223.14,27.82,48.73,59.04,26.21,1.4,9.59,76.62,3.16,5.79,4.54,182,Moderate,5.8,63.4,1.219,4.83,8.04,209.6
Uttarakhand,Rishikesh,2024-01-01,77.77,214.92,10.56,38.98,27.59,22.6,2.74,13.88,19.53,1.65,13.23,4.01,158,Moderate,6.2,58.8,1.666,4.91,8.23,211.9
Uttarakhand,Rishikesh,2024-02-01,82.47,158.56,24.23,30.46,48.16,8.4,0.77,15.82,35.48,1.69,3.97,0.93,174,Moderate,7.7,48.0,1.035,5.35,8.18,211.7
Uttarakhand,Rishikesh,2024-03-01,85.51,160.59,25.32,22.48,29.6,16.69,0.91,12.15,30.96,2.36,10.14,2.18,185,Moderate,8.4,40.9,1.1,5.45,8.15,213.8
Uttarakhand,Rishikesh,2024-04-01,56.14,81.23,17.66,14.71,19.89,12.74,0.69,6.65,24.89,1.6,7.72,1.02,93,Satisfactory,13.6,25.7,1.29,5.17,8.03,212.0
Uttarakhand,Rishikesh,2024-05-01,52.49,130.52,22.08,14.68,31.57,21.07,0.87,7.47,55.89,2.06,4.46,1.2,87,Satisfactory,10.6,31.2,1.478,5.17,8.24,214.0
Uttarakhand,Rishikesh,2024-06-01,48.88,45.5,14.37,29.43,24.58,13.38,1.23,8.69,10.07,1.33,5.25,1.23,81,Satisfactory,20.5,67.0,0.979,5.31,8.21,213.4
Uttarakhand,Rishikesh,2024-07-01,41.4,57.75,12.82,18.42,9.26,6.19,0.56,9.91,14.05,0.82,1.78,1.34,69,Satisfactory,23.5,71.2,1.457,4.58,8.22,213.0
Uttarakhand,Rishikesh,2024-08-01,49.1,78.97,8.84,19.09,13.36,5.27,0.43,3.13,19.27,0.97,2.22,2.29,82,Satisfactory,13.6,97.1,1.198,4.3,8.14,212.1
Uttarakhand,Rishikesh,2024-09-01,31.35,83.14,8.67,20.27,11.14,11.4,0.83,8.54,20.66,0.95,6.36,0.34,52,Satisfactory,7.8,85.1,0.964,4.38,7.91,213.1
Uttarakhand,Rishikesh,2024-10-01,38.82,100.48,19.21,19.17,29.2,6.32,1.02,8.56,15.32,2.91,2.82,1.76,64,Satisfactory,12.7,72.8,1.28,4.23,8.04,212.0
Uttarakhand,Rishikesh,2024-11-01,60.98,166.86,33.65,40.07,29.86,13.4,2.32,31.68,23.17,2.63,9.06,3.8,101,Moderate,5.9,61.8,1.3,5.06,8.12,211.4
Uttarakhand,Rishikesh,2024-12-01,131.51,161.51,38.55,23.65,62.12,34.32,3.2,34.07,22.94,3.19,14.53,3.29,309,Very Poor,7.9,74.9,1.044,4.19,7.96,211.7
Uttarakhand,Rishikesh,2025-01-01,122.18,205.97,26.48,47.14,53.83,25.74,1.37,9.33,50.03,3.49,10.67,2.21,302,Very Poor,4.3,71.2,1.196,4.93,8.26,213.8
Uttarakhand,Rishikesh,2025-02-01,77.53,114.95,10.63,49.51,36.65,19.06,1.49,15.16,19.8,3.16,7.4,2.24,157,Moderate,8.9,36.1,1.19,4.39,8.09,214.6
Uttarakhand,Rishikesh,2025-03-01,55.99,83.5,16.43,16.97,18.76,13.94,0.68,9.68,34.25,2.37,5.72,1.38,93,Satisfactory,9.7,36.4,1.23,4.89,8.3,214.7
Uttarakhand,Rishikesh,2025-04-01,61.21,63.37,25.76,24.71,33.38,18.98,0.55,12.26,18.53,2.96,8.44,1.71,102,Moderate,10.6,39.8,1.188,4.56,8.23,215.0
Uttarakhand,Rishikesh,2025-05-01,63.89,84.53,8.08,30.13,25.38,18.95,2.22,13.17,57.64,1.18,3.37,0.83,111,Moderate,10.7,43.0,1.07,5.11,8.24,214.9
Uttarakhand,Rishikesh,2025-06-01,55.43,60.58,14.88,8.57,25.92,10.58,1.24,6.48,14.47,1.77,6.51,1.22,92,Satisfactory,22.3,72.7,1.236,5.43,8.41,215.5
Uttarakhand,Rishikesh,2025-07-01,27.73,85.75,9.38,11.73,14.11,8.96,0.34,10.65,23.87,1.94,3.7,1.19,46,Good,24.0,91.7,1.391,5.64,8.29,213.7
Uttarakhand,Rishikesh,2025-08-01,46.11,49.1,6.11,11.34,9.9,14.24,1.15,12.69,17.77,0.89,4.59,1.43,77,Satisfactory,19.5,81.7,1.248,4.52,8.36,213.1
Uttarakhand,Rishikesh,2025-09-01,34.66,63.04,5.55,26.2,14.51,18.42,0.53,11.83,16.4,0.66,4.8,0.99,57,Satisfactory,10.7,82.5,1.376,4.6,8.27,215.0
Uttarakhand,Rishikesh,2025-10-01,82.11,133.41,17.75,18.91,40.31,12.67,0.78,21.3,38.58,1.07,3.39,1.76,173,Moderate,11.0,62.4,1.363,4.44,8.4,215.0
Uttarakhand,Rishikesh,2025-11-01,109.69,109.43,21.62,47.9,16.76,31.56,2.83,32.29,34.29,2.4,6.88,1.81,265,Poor,5.0,57.0,1.118,4.5,8.33,214.3
Uttarakhand,Rishikesh,2025-12-01,87.28,103.11,21.54,38.12,17.96,23.15,2.35,28.42,28.85,4.51,11.37,3.07,191,Moderate,5.2,58.8,1.379,5.49,8.41,215.4
West Bengal,Asansol,2014-01-01,89.99,268.42,23.08,29.66,36.97,41.88,3.45,14.26,51.63,6.24,13.03,0.93,200,Moderate,4.6,66.4,1.287,4.35,9.16,1032.3
West Bengal,Asansol,2014-02-01,80.19,266.78,43.35,30.02,56.0,33.05,1.94,17.69,29.55,3.24,4.37,2.58,166,Moderate,6.7,64.0,0.858,4.84,9.56,1023.2
West Bengal,Asansol,2014-03-01,40.26,171.35,7.25,52.99,44.37,28.83,0.91,19.8,29.52,3.79,8.62,3.91,67,Satisfactory,9.5,30.2,1.164,5.94,9.13,1033.6
West Bengal,Asansol,2014-04-01,82.84,190.81,18.47,48.88,19.4,25.22,1.2,8.66,42.78,3.03,8.8,3.64,176,Moderate,10.1,28.2,0.994,5.26,9.57,1027.1
West Bengal,Asansol,2014-05-01,124.53,112.5,12.02,40.12,53.07,25.82,1.49,17.08,31.9,1.7,4.37,1.59,304,Very Poor,11.1,44.2,0.78,4.59,9.61,1035.2
West Bengal,Asansol,2014-06-01,49.29,95.79,25.95,34.26,11.38,12.73,0.44,9.2,20.31,2.63,8.65,0.92,82,Satisfactory,16.6,65.7,1.006,4.86,9.36,1028.9
West Bengal,Asansol,2014-07-01,61.04,110.79,13.5,15.54,19.52,10.12,1.02,14.17,12.53,2.8,2.17,0.76,101,Moderate,18.5,77.6,0.935,4.93,9.92,1021.6
West Bengal,Asansol,2014-08-01,50.62,69.64,22.44,12.0,29.66,7.69,0.95,11.63,7.79,2.26,5.79,1.05,84,Satisfactory,10.5,82.6,1.013,5.36,9.25,1031.7
West Bengal,Asansol,2014-09-01,65.9,102.46,21.58,26.1,20.25,8.06,0.33,3.39,21.03,2.59,5.2,1.23,118,Moderate,13.3,83.6,1.232,4.97,9.39,1030.3
West Bengal,Asansol,2014-10-01,102.03,129.63,10.99,32.86,42.5,17.87,1.09,14.15,13.13,4.9,7.61,1.28,239,Poor,4.0,61.5,0.925,5.02,9.52,1032.8
West Bengal,Asansol,2014-11-01,129.95,131.49,33.61,29.48,28.05,46.02,3.76,15.49,48.15,2.52,4.29,4.94,308,Very Poor,6.4,55.0,1.038,4.31,9.15,1021.5
West Bengal,Asansol,2014-12-01,77.01,289.73,28.52,41.57,46.08,49.64,2.03,40.43,60.84,3.95,8.18,2.86,156,Moderate,4.1,67.9,0.795,5.0,9.54,1034.6
West Bengal,Asansol,2015-01-01,132.89,299.15,36.94,28.32,34.83,21.09,2.22,21.2,48.77,6.18,11.94,1.85,310,Very Poor,7.5,83.9,1.054,4.44,9.97,1037.0
West Bengal,Asansol,2015-02-01,45.09,260.49,24.25,42.46,42.38,29.7,1.87,17.42,24.35,1.62,13.4,3.31,75,Satisfactory,9.3,43.0,1.215,5.03,9.76,1038.8
West Bengal,Asansol,2015-03-01,51.07,166.9,29.91,39.91,39.88,21.65,1.15,18.47,24.95,5.55,2.86,3.46,85,Satisfactory,7.9,37.8,0.909,4.04,9.79,1041.6
West Bengal,Asansol,2015-04-01,95.65,161.47,13.9,41.63,18.92,7.3,1.5,20.88,32.74,3.51,5.63,1.48,217,Poor,13.9,38.5,1.081,3.81,10.03,1044.4
West Bengal,Asansol,2015-05-01,70.41,160.42,18.67,45.23,15.78,18.24,1.15,20.16,26.21,5.78,3.07,0.98,133,Moderate,17.2,46.4,0.922,4.1,9.62,1040.7
West Bengal,Asansol,2015-06-01,29.65,107.8,5.21,16.63,25.76,18.27,1.81,9.73,25.16,2.99,6.45,2.01,49,Good,17.8,73.3,1.013,5.13,9.6,1047.2
West Bengal,Asansol,2015-07-01,62.25,74.42,8.04,22.67,25.1,16.74,0.69,5.98,19.74,2.81,6.7,1.74,105,Moderate,11.2,78.8,1.159,4.36,9.94,1044.3
West Bengal,Asansol,2015-08-01,52.42,100.91,17.81,16.72,19.8,19.48,0.78,9.83,16.12,1.81,1.92,1.58,87,Satisfactory,19.9,78.0,0.798,5.2,9.58,1048.5
West Bengal,Asansol,2015-09-01,33.71,85.85,15.61,17.4,19.1,23.13,0.55,10.68,18.05,2.37,2.71,2.09,56,Satisfactory,11.0,75.5,1.015,4.55,9.72,1041.3
West Bengal,Asansol,2015-10-01,68.98,82.41,23.9,43.2,23.53,12.63,2.31,10.52,36.47,2.13,3.62,1.45,128,Moderate,9.1,75.0,1.248,4.28,9.49,1058.1
West Bengal,Asansol,2015-11-01,78.25,274.91,46.75,36.58,62.47,23.46,1.2,16.22,34.88,5.59,8.43,1.75,160,Moderate,5.0,53.7,1.177,5.12,9.41,1035.9
West Bengal,Asansol,2015-12-01,147.76,220.54,32.59,48.85,80.7,35.95,3.83,24.25,61.64,4.88,16.26,1.45,322,Very Poor,2.4,64.2,0.978,4.56,9.59,1050.2
West Bengal,Asansol,2016-01-01,152.38,133.35,40.71,45.85,48.52,32.7,3.58,32.87,19.09,5.72,14.83,3.41,325,Very Poor,4.3,68.9,0.677,5.39,9.89,1055.0
West Bengal,Asansol,2016-02-01,105.98,250.49,15.64,62.72,63.6,39.24,1.56,26.13,43.01,5.37,8.21,2.73,252,Poor,4.8,64.1,0.712,5.17,10.27,1046.3
West Bengal,Asansol,2016-03-01,96.35,197.75,10.33,15.5,16.67,7.38,1.95,12.17,43.83,4.14,5.08,1.13,219,Poor,8.3,58.7,0.782,5.23,10.1,1050.3
West Bengal,Asansol,2016-04-01,84.62,100.69,33.04,21.09,45.05,17.75,2.34,21.82,50.22,2.47,8.61,3.73,182,Moderate,14.2,43.3,1.076,4.08,9.96,1042.5
West Bengal,Asansol,2016-05-01,104.92,119.92,35.44,28.64,41.26,21.33,2.78,13.4,47.69,2.75,9.2,2.83,249,Poor,11.7,39.0,0.93,4.81,10.33,1044.9
West Bengal,Asansol,2016-06-01,36.37,81.54,16.57,19.63,17.25,20.54,1.07,16.08,16.51,2.01,5.34,0.46,60,Satisfactory,20.6,59.7,0.947,4.77,9.92,1048.6
West Bengal,Asansol,2016-07-01,43.68,142.74,10.6,25.27,31.06,1.81,0.77,7.54,20.38,1.98,3.29,0.95,72,Satisfactory,13.6,84.2,0.87,4.97,10.17,1053.6
West Bengal,Asansol,2016-08-01,31.43,38.38,4.59,20.29,31.81,16.88,0.31,10.49,23.7,2.53,4.6,1.03,52,Satisfactory,19.2,77.3,0.899,4.73,9.93,1049.1
West Bengal,Asansol,2016-09-01,68.58,82.59,15.48,22.09,24.08,15.33,1.41,2.15,21.45,2.64,8.35,0.95,127,Moderate,18.0,87.1,0.96,4.74,9.92,1050.3
West Bengal,Asansol,2016-10-01,82.58,187.92,23.6,32.6,19.67,29.14,1.5,23.59,37.41,3.55,9.16,2.19,175,Moderate,10.3,64.5,0.87,5.96,10.09,1049.4
West Bengal,Asansol,2016-11-01,148.91,198.46,31.61,65.67,22.28,39.39,3.03,32.81,56.19,4.47,5.25,3.61,322,Very Poor,8.3,60.8,1.213,5.07,9.65,1059.5
West Bengal,Asansol,2016-12-01,124.91,230.19,33.1,55.21,28.27,14.21,3.9,34.45,24.89,3.95,13.36,3.35,304,Very Poor,4.6,72.9,0.896,5.28,10.29,1055.9
West Bengal,Asansol,2017-01-01,79.97,326.51,27.77,62.97,47.22,32.54,2.61,24.89,25.87,3.0,16.85,4.86,166,Moderate,7.6,61.0,1.144,5.19,9.77,1059.3
West Bengal,Asansol,2017-02-01,97.46,273.71,29.35,36.05,44.92,28.42,3.36,10.39,39.01,5.13,12.16,2.66,223,Poor,5.6,45.8,1.019,4.53,9.81,1079.8
West Bengal,Asansol,2017-03-01,111.38,157.7,34.01,46.89,46.88,31.48,2.16,16.71,21.16,5.14,3.63,1.69,271,Poor,3.6,33.9,0.841,5.68,10.4,1064.6
West Bengal,Asansol,2017-04-01,107.16,82.8,34.59,25.12,28.04,12.72,2.46,11.61,45.48,2.97,10.23,2.14,256,Poor,5.7,40.8,0.761,5.09,10.24,1061.2
West Bengal,Asansol,2017-05-01,103.26,187.02,15.53,48.32,41.12,10.39,2.67,26.29,38.69,3.55,7.57,3.02,243,Poor,19.0,45.9,0.792,4.7,10.29,1072.7
West Bengal,Asansol,2017-06-01,54.63,151.48,19.0,18.93,20.44,8.17,1.0,5.42,25.63,0.36,6.69,2.33,91,Satisfactory,15.8,75.4,0.938,4.86,10.02,1074.6
West Bengal,Asansol,2017-07-01,41.63,118.71,6.41,18.35,13.42,9.13,1.33,7.54,19.53,2.24,7.03,0.88,69,Satisfactory,19.8,78.9,0.906,4.18,10.4,1060.1
West Bengal,Asansol,2017-08-01,52.45,108.57,4.79,13.06,9.49,7.83,1.45,8.66,12.05,2.1,3.6,1.21,87,Satisfactory,18.0,96.1,1.038,4.96,10.31,1066.2
West Bengal,Asansol,2017-09-01,57.72,88.9,14.36,31.87,20.78,9.94,1.45,7.63,22.18,3.2,3.66,1.62,96,Satisfactory,12.9,74.9,0.573,4.09,10.11,1070.9
West Bengal,Asansol,2017-10-01,85.92,118.63,18.5,41.95,49.44,19.41,1.61,21.59,29.37,3.84,9.3,2.41,186,Moderate,9.6,59.4,1.021,5.21,10.28,1061.4
West Bengal,Asansol,2017-11-01,113.13,164.59,45.53,38.37,46.77,33.82,3.64,17.11,24.66,6.45,11.6,2.7,277,Poor,4.2,65.2,0.822,5.27,10.07,1064.6
West Bengal,Asansol,2017-12-01,111.89,208.24,47.78,37.88,49.45,25.78,1.65,16.76,55.91,4.92,5.47,1.27,272,Poor,6.5,70.5,0.831,5.57,10.11,1071.2
West Bengal,Asansol,2018-01-01,89.49,294.23,9.74,39.13,68.68,37.81,2.91,29.59,23.54,5.77,14.19,2.76,198,Moderate,8.1,71.3,0.884,4.71,10.54,1084.7
West Bengal,Asansol,2018-02-01,104.31,164.19,32.99,33.24,31.49,19.08,1.63,22.32,40.12,6.43,15.66,2.5,246,Poor,4.3,48.3,1.055,5.49,10.06,1079.2
West Bengal,Asansol,2018-03-01,54.72,140.62,35.81,45.03,36.17,31.63,1.33,19.12,42.65,2.41,10.98,2.51,91,Satisfactory,11.1,50.7,0.775,4.7,10.2,1082.9
West Bengal,Asansol,2018-04-01,71.53,99.24,15.6,26.21,24.61,10.62,1.27,20.04,37.35,5.39,7.35,1.04,137,Moderate,11.4,29.8,0.966,5.43,10.36,1081.4
West Bengal,Asansol,2018-05-01,112.98,178.75,38.91,20.32,41.39,20.81,1.14,14.53,55.91,3.79,6.07,3.59,276,Poor,12.4,32.6,0.887,5.27,10.44,1077.1
West Bengal,Asansol,2018-06-01,35.43,127.6,6.51,16.43,31.75,23.5,1.47,14.51,20.79,2.86,3.04,2.18,58,Satisfactory,14.8,67.3,1.123,5.96,10.17,1078.3
West Bengal,Asansol,2018-07-01,53.75,65.83,5.26,26.6,14.18,13.17,1.74,6.91,26.91,1.1,6.88,0.86,89,Satisfactory,20.2,73.7,0.834,4.94,10.45,1080.6
West Bengal,Asansol,2018-08-01,52.85,118.72,16.0,11.85,17.85,6.74,1.4,11.74,26.69,2.52,3.66,1.81,88,Satisfactory,13.3,87.6,0.807,5.28,10.66,1073.3
West Bengal,Asansol,2018-09-01,43.98,70.84,6.53,36.05,8.38,6.2,0.82,10.21,15.35,2.52,2.56,1.46,73,Satisfactory,10.6,89.1,1.141,5.44,10.48,1081.7
West Bengal,Asansol,2018-10-01,80.74,139.01,9.09,32.4,49.12,30.43,2.25,22.06,41.13,3.43,12.4,1.47,168,Moderate,9.7,66.2,0.987,5.76,10.36,1074.5
West Bengal,Asansol,2018-11-01,97.62,130.02,21.62,38.71,26.15,11.03,2.88,29.43,35.45,2.3,11.49,1.2,224,Poor,4.2,64.0,0.945,4.93,11.04,1080.4
West Bengal,Asansol,2018-12-01,140.62,297.51,27.98,74.51,60.02,50.25,2.66,33.07,28.09,3.48,8.56,5.05,316,Very Poor,8.6,70.5,0.743,4.56,10.63,1077.7
West Bengal,Asansol,2019-01-01,92.17,288.95,14.31,45.4,33.52,25.25,2.11,26.49,38.88,6.38,13.39,3.82,205,Poor,7.2,71.6,1.024,4.79,10.96,1095.9
West Bengal,Asansol,2019-02-01,111.57,167.98,27.83,40.97,62.69,40.63,1.39,19.21,60.51,3.05,11.74,3.42,271,Poor,7.5,49.4,0.789,6.46,10.63,1098.6
West Bengal,Asansol,2019-03-01,60.6,140.78,18.52,23.39,16.32,9.25,2.34,10.21,19.87,4.69,12.02,3.93,100,Satisfactory,8.1,41.7,0.931,5.18,10.3,1094.0
West Bengal,Asansol,2019-04-01,62.99,197.47,28.29,18.7,38.34,6.9,2.13,27.19,52.83,2.48,9.68,1.55,108,Moderate,11.1,45.2,0.808,5.22,10.69,1088.9
West Bengal,Asansol,2019-05-01,72.02,190.76,18.55,30.07,47.69,34.66,2.71,8.67,36.15,3.66,4.97,1.92,139,Moderate,13.3,39.7,1.028,5.56,10.53,1098.9
West Bengal,Asansol,2019-06-01,71.36,147.07,13.51,19.55,18.13,15.43,1.12,13.07,11.33,2.82,3.96,1.06,136,Moderate,16.8,79.0,0.829,5.08,10.57,1092.3
West Bengal,Asansol,2019-07-01,42.14,82.19,19.24,24.07,14.02,14.41,0.79,9.67,7.83,2.93,3.9,1.45,70,Satisfactory,17.9,82.2,0.715,5.56,10.76,1094.6
West Bengal,Asansol,2019-08-01,34.55,138.52,8.87,14.54,23.06,13.22,0.65,9.41,17.65,2.83,6.23,1.28,57,Satisfactory,16.5,83.2,0.787,4.85,10.69,1101.2
West Bengal,Asansol,2019-09-01,53.95,122.2,19.17,24.2,28.33,11.47,1.07,15.91,10.11,2.22,7.81,1.36,90,Satisfactory,7.4,75.3,0.886,5.56,10.76,1094.1
